resource_id,language_id,english_name,translation
398,7,Celestial Tower,
399,7,Moor of Icirrus,
400,7,Shopping Mall,
401,7,Challenger's Cave,
402,7,Poké Transfer Lab,
403,7,Giant Chasm,
404,7,Liberty Garden,
405,7,P2 Laboratory,
406,7,Skyarrow Bridge,
407,7,Driftveil Drawbridge,
408,7,Tubeline Bridge,
409,7,Village Bridge,
410,7,Marvelous Bridge,
411,7,Entralink,
412,7,Abundant Shrine,
413,7,Undella Bay,
414,7,Lostlorn Forest,
415,7,Trial Chamber,
416,7,Guidance Chamber,
417,7,Entree Forest,
418,7,Accumula Gate,
419,7,Undella Gate,
420,7,Nacrene Gate,
421,7,Castelia Gate,
422,7,Nimbasa Gate,
423,7,Opelucid Gate,
424,7,Black Gate,
425,7,White Gate,
426,7,Bridge Gate,
427,7,Route Gate,
428,7,Abyssal Ruins,
447,7,Abandoned Ship,
486,7,Magma Hideout,
487,7,Mirage Tower,
488,7,Desert Underpass,
489,7,Artisan Cave,
490,7,Altering Cave,
491,7,Monean Chamber,
492,7,Liptoo Chamber,
493,7,Weepth Chamber,
494,7,Dilford Chamber,
495,7,Scufib Chamber,
496,7,Rixy Chamber,
497,7,Viapos Chamber,
498,7,S.S. Anne,
500,7,Mt. Ember,
501,7,Berry Forest,
502,7,Icefall Cave,
503,7,Pattern Bush,
504,7,Lost Cave,
505,7,Kindle Road,
506,7,Treasure Beach,
507,7,Cape Brink,
508,7,Bond Bridge,
509,7,Three Isle Port,
510,7,Resort Gorgeous,
511,7,Water Labyrinth,
512,7,Five Isle Meadow,
513,7,Memorial Pillar,
514,7,Outcast Island,
515,7,Green Path,
516,7,Water Path,
517,7,Ruin Valley,
518,7,Trainer Tower,
519,7,Canyon Entrance,
520,7,Sevault Canyon,
521,7,Tanoby Ruins,
526,7,One Island,
527,7,Four Island,
528,7,Five Island,
529,7,Altering Cave,
531,7,Aspertia City,
532,7,Virbank City,
533,7,Humilau City,
534,7,PokéStar Studios,
535,7,Join Avenue,
536,7,Floccesy Town,
537,7,Lentimas Town,
538,7,Route 19,
539,7,Route 20,
540,7,Route 21,
541,7,Route 22,
542,7,Route 23,
543,7,Castelia Sewers,
544,7,Floccesy Ranch,
545,7,Virbank Complex,
546,7,Reversal Mountain,
547,7,Strange House,
548,7,Victory Road,
549,7,Plasma Frigate,
550,7,Relic Passage,
551,7,Clay Tunnel,
552,7,White Treehollow,
553,7,Black Tower,
554,7,Seaside Cave,
555,7,Cave of Being,
556,7,Hidden Grotto,
557,7,Marine Tube,
558,7,Virbank Gate,
559,7,Aspertia Gate,
560,7,Nature Sanctuary,
561,7,Medal Secretariat,
562,7,Underground Ruins,
563,7,Rocky Mountain Room,
564,7,Glacier Room,
565,7,Iron Room,
566,7,Pledge Grove,
575,7,Underwater,
586,7,Battle Tower,
799,7,Roaming Kanto,
800,7,Roaming Johto,
801,7,Roaming Hoenn,
802,7,Roaming Sinnoh,
803,7,Terra Cave,
804,7,Marine Cave,
805,7,Two Island,
806,7,Three Island,
807,7,Three Isle Path,
808,7,Six Island,
809,7,Seven Island,
810,7,Birth Island,
811,7,Navel Rock,
812,7,Faraway Island,
813,7,Hoenn Battle Frontier,
814,7,Johto Safari Zone,
815,7,Cabo Poco,
816,7,Los Platos,
817,7,Mesagoza,
818,7,Cortondo,
819,7,Alfornada,
820,7,Pokémon League,
821,7,Artazon,
822,7,Levincia,
823,7,Zapapico,
824,7,Cascarrafa,
825,7,Porto Marinada,
826,7,Medali,
827,7,Montenevera,
828,7,South Province (Area One),
829,7,South Province (Area Two),
830,7,South Province (Area Three),
831,7,South Province (Area Four),
832,7,South Province (Area Five),
833,7,South Province (Area Six),
834,7,South Paldean Sea,
835,7,Poco Path,
836,7,Inlet Grotto,
837,7,Naranja Academy,
838,7,Alfornada Cavern,
839,7,Grasswither Shrine,
840,7,East Province (Area One),
841,7,East Province (Area Two),
842,7,East Province (Area Three),
843,7,East Paldean Sea,
844,7,Tagtree Thicket,
845,7,Schedar Squad's Base,
846,7,Navi Squad's Base,
847,7,West Province (Area One),
848,7,West Province (Area Two),
849,7,West Province (Area Three),
850,7,Asado Desert,
851,7,West Paldean Sea,
852,7,Segin Squad's Base,
853,7,Icerend Shrine,
854,7,North Province (Area One),
855,7,North Province (Area Two),
856,7,North Province (Area Three),
857,7,Casseroya Lake,
858,7,Dalizapa Passage,
859,7,Glaseado Mountain,
860,7,Socarrat Trail,
861,7,Groundblight Shrine,
862,7,Firescourge Shrine,
863,7,North Paldean Sea,
864,7,Ruchbah Squad's Base,
865,7,Caph Squad's Base,
866,7,Area Zero,
867,7,Zero Lab,
868,7,Route 1,
869,7,Route 2,
870,7,Route 3,
871,7,Route 4,
872,7,Route 5,
873,7,Route 6,
874,7,Route 7,
875,7,Route 8,
876,7,Route 9,
877,7,Route 10,
878,7,Axew's Eye,
879,7,Ballimere Lake,
880,7,Ballonlea,
881,7,Battle Tower,
882,7,Brawlers' Cave,
883,7,Bridge Field,
884,7,Challenge Beach,
885,7,Challenge Road,
886,7,Circhester,
887,7,Courageous Cavern,
888,7,Crown Shrine,
889,7,Dappled Grove,
890,7,Dusty Bowl,
891,7,Dyna Tree Hill,
892,7,East Lake Axewell,
893,7,Fields of Honor,
894,7,Forest of Focus,
895,7,Freezington,
896,7,Frigid Sea,
897,7,Frostpoint Field,
898,7,Galar Mine,
899,7,Galar Mine No. 2,
900,7,Giant's Bed,
901,7,Giant's Foot,
902,7,Giant's Mirror,
903,7,Giant's Seat,
904,7,Glimwood Tangle,
905,7,Hammerlocke,
906,7,Hammerlocke Hills,
907,7,Honeycalm Island,
908,7,Honeycalm Sea,
909,7,Hulbury,
910,7,Iceberg Ruins,
911,7,Insular Sea,
912,7,Iron Ruins,
913,7,Lake of Outrage,
914,7,Lakeside Cave,
915,7,Loop Lagoon,
916,7,Master Dojo,
917,7,Max Lair,
918,7,Motostoke,
919,7,Motostoke Outskirts,
920,7,Motostoke Riverbank,
921,7,North Lake Miloch,
922,7,Old Cemetery,
923,7,Path to the Peak,
924,7,Postwick,
925,7,Potbottom Desert,
926,7,Roaring-Sea Caves,
927,7,Rock Peak Ruins,
928,7,Rolling Fields,
929,7,Slippery Slope,
930,7,Slumbering Weald,
931,7,Snowslide Slope,
932,7,Soothing Wetlands,
933,7,South Lake Miloch,
934,7,Spikemuth,
935,7,Split-Decision Ruins,
936,7,Route 8,
937,7,Stepping-Stone Sea,
938,7,Stony Wilderness,
939,7,Stow-on-Side,
940,7,Three-Point Pass,
941,7,Tower of Darkness,
942,7,Tower of Waters,
943,7,Training Lowlands,
944,7,Tunnel to the Top,
945,7,Turffield,
946,7,Warm-Up Tunnel,
947,7,Watchtower Ruins,
948,7,Wedgehurst,
949,7,West Lake Axewell,
950,7,Workout Sea,
951,7,Wyndon,
952,7,Aipom Hill,
953,7,Ancient Quarry,
954,7,Arena's Approach,
955,7,Aspiration Hill,
956,7,Avalanche Slopes,
957,7,Avalugg's Legacy,
958,7,Bathers' Lagoon,
959,7,Bolderoll Ravine,
960,7,Bolderoll Slope,
961,7,Bonechill Wastes,
962,7,Brava Arena,
963,7,Castaway Shore,
964,7,Celestica Ruins,
965,7,Celestica Trail,
966,7,Clamberclaw Cliffs,
967,7,Cloudcap Pass,
968,7,Cloudpool Ridge,
969,7,Coastlands Base Camp,
970,7,Cottonsedge Prairie,
971,7,Crossing Slope,
972,7,Deadwood Haunt,
973,7,Deertrack Heights,
974,7,Deertrack Path,
975,7,Diamond Heath,
976,7,Diamond Settlement,
977,7,Droning Meadow,
978,7,Fabled Spring,
979,7,Firespit Island,
980,7,Floaro Gardens,
981,7,Gapejaw Bog,
982,7,Ginkgo Landing,
983,7,Glacier Terrace,
984,7,Golden Lowlands,
985,7,Grandtree Arena,
986,7,Grueling Grove,
987,7,Heart's Crag,
988,7,Heavenward Lookout,
989,7,Heights Base Camp,
990,7,Hideaway Bay,
991,7,Holm of Trials,
992,7,Horseshoe Plains,
993,7,Ice Column Chamber,
994,7,Icebound Falls,
995,7,Icepeak Arena,
996,7,Icepeak Cavern,
997,7,Islespy Shore,
998,7,Jubilife Village,
999,7,Lake Acuity,
1000,7,Lake Valor,
1001,7,Lake Verity,
1002,7,Lonely Spring,
1003,7,Lunker's Lair,
1004,7,Molten Arena,
1005,7,Moonview Arena,
1006,7,Nature's Pantry,
1007,7,Obsidian Falls,
1008,7,Oreburrow Tunnel,
1009,7,Pearl Settlement,
1010,7,Primeval Grotto,
1011,7,Ramanas Island,
1012,7,Sacred Plaza,
1013,7,Sand's Reach,
1014,7,Sandgem Flats,
1015,7,Scarlet Bog,
1016,7,Seagrass Haven,
1017,7,Seaside Hollow,
1018,7,Shrouded Ruins,
1019,7,Sludge Mound,
1020,7,Snowfall Hot Spring,
1021,7,Snowpoint Temple,
1022,7,Solaceon Ruins,
1023,7,Sonorous Path,
1024,7,Space-time distortion,
1025,7,Spring Path,
1026,7,Stonetooth Rows,
1027,7,Temple of Sinnoh,
1028,7,The Heartwood,
1029,7,Tidewater Dam,
1030,7,Tombolo Walk,
1031,7,Tranquility Cove,
1032,7,Turnback Cave,
1033,7,Ursa's Ring,
1034,7,Veilstone Cape,
1035,7,Wayward Cave,
1036,7,Wayward Wood,
1037,7,Whiteout Valley,
1038,7,Windbreak Stand,
1039,7,Windswept Run,
1040,7,Worn Bridge,
1041,7,Giant's Cap,
1042,7,Hau'oli City,
1043,7,Verdant Cavern,
1044,7,Royal Avenue,
1045,7,Malie City,
1046,7,Dividing Peak Tunnel,
1047,7,Heahea Beach,
1048,7,Sandy Cave,
1049,7,Ula'ula Beach,
1050,7,Ultra Megalopolis,
1051,7,Ultra Space Wilds,
1052,7,Poké Pelago,
1053,7,Team Rocket's Castle,
1054,7,Unova (Romaing),
1055,7,Mossdeep Space Center,
1056,7,Kalos (Roaming),
1057,7,Uva Academy,
1058,7,Apple Hills,
1059,7,Chilling Waterhead,
1060,7,Crystal Pool,
1061,7,Dreaded Den,
1062,7,Fellhorn Gorge,
1063,7,Infernal Pass,
1064,7,Kitakami Hall,
1065,7,Kitakami Road,
1066,7,Kitakami Wilds,
1067,7,Loyalty Plaza,
1068,7,Mossfell Confluence,
1069,7,Mossui Town,
1070,7,Oni Mountain,
1071,7,Oni's Maw,
1072,7,Paradise Barrens,
1073,7,Reveler's Road,
1074,7,Timeless Woods,
1075,7,Wistful Fields,
1076,7,Canyon Biome,
1077,7,Canyon Plaza,
1078,7,Central Plaza,
1079,7,Chargestone Cavern,
1080,7,Coastal Biome,
1081,7,Coastal Plaza,
1082,7,League Club Room,
1083,7,Polar Biome,
1084,7,Polar Plaza,
1085,7,Savanna Biome,
1086,7,Savanna Plaza,
1087,7,Torchlit Labyrinth,
