resource_id,language_id,english_name,translation
1791,7,Qwilfish Spines,
1792,7,Heracross Claw,
1793,7,Sneasel Claw,
1794,7,Teddiursa Claw,
1795,7,Delibird Parcel,
1796,7,Houndour Fang,
1797,7,Phanpy Nail,
1798,7,Stantler Hair,
1799,7,Larvitar Claw,
1800,7,Wingull Feather,
1801,7,Ralts Dust,
1802,7,Surskit Syrup,
1803,7,Shroomish Spores,
1804,7,Slakoth Fur,
1805,7,Makuhita Sweat,
1806,7,Azurill Fur,
1807,7,Sableye Gem,
1808,7,Meditite Sweat,
1809,7,Gulpin Mucus,
1810,7,Numel Lava,
1811,7,Torkoal Coal,
1812,7,Spoink Pearl,
1813,7,Cacnea Needle,
1814,7,Swablu Fluff,
1815,7,Zangoose Claw,
1816,7,Seviper Fang,
1817,7,Barboach Slime,
1818,7,Shuppet Scrap,
1819,7,Tropius Leaf,
1820,7,Snorunt Fur,
1821,7,Luvdisc Scales,
1822,7,Bagon Scales,
1823,7,Starly Feather,
1824,7,Kricketot Shell,
1825,7,Shinx Fang,
1826,7,Combee Honey,
1827,7,Pachirisu Fur,
1828,7,Buizel Fur,
1829,7,Shellos Mucus,
1830,7,Drifloon Gas,
1831,7,Stunky Fur,
1832,7,Bronzor Fragment,
1833,7,Bonsly Tears,
1834,7,Happiny Dust,
1835,7,Spiritomb Fragment,
1836,7,Gible Scales,
1837,7,Riolu Fur,
1838,7,Hippopotas Sand,
1839,7,Croagunk Poison,
1840,7,Finneon Scales,
1841,7,Snover Berries,
1842,7,Rotom Sparks,
1843,7,Petilil Leaf,
1844,7,Basculin Fang,
1845,7,Sandile Claw,
1846,7,Zorua Fur,
1847,7,Gothita Eyelash,
1848,7,Deerling Hair,
1849,7,Foongus Spores,
1850,7,Alomomola Mucus,
1851,7,Tynamo Slime,
1852,7,Axew Scales,
1853,7,Cubchoo Fur,
1854,7,Cryogonal Ice,
1855,7,Pawniard Blade,
1856,7,Rufflet Feather,
1857,7,Deino Scales,
1858,7,Larvesta Fuzz,
1859,7,Fletchling Feather,
1860,7,Scatterbug Powder,
1861,7,Litleo Tuft,
1862,7,Flabébé Pollen,
1863,7,Skiddo Leaf,
1864,7,Skrelp Kelp,
1865,7,Clauncher Claw,
1866,7,Hawlucha Down,
1867,7,Dedenne Fur,
1868,7,Goomy Goo,
1869,7,Klefki Key,
1870,7,Bergmite Ice,
1871,7,Noibat Fur,
1872,7,Yungoos Fur,
1873,7,Crabrawler Shell,
1874,7,Oricorio Feather,
1875,7,Rockruff Rock,
1876,7,Mareanie Spike,
1877,7,Mudbray Mud,
1878,7,Fomantis Leaf,
1879,7,Salandit Gas,
1880,7,Bounsweet Sweat,
1881,7,Oranguru Fur,
1882,7,Passimian Fur,
1883,7,Sandygast Sand,
1884,7,Komala Claw,
1885,7,Mimikyu Scrap,
1886,7,Bruxish Tooth,
1887,7,Chewtle Claw,
1888,7,Skwovet Fur,
1889,7,Arrokuda Scales,
1890,7,Rookidee Feather,
1891,7,Toxel Sparks,
1892,7,Falinks Sweat,
1893,7,Cufant Tarnish,
1894,7,Rolycoly Coal,
1895,7,Silicobra Sand,
1896,7,Indeedee Fur,
1897,7,Pincurchin Spines,
1898,7,Snom Thread,
1899,7,Impidimp Hair,
1900,7,Applin Juice,
1901,7,Sinistea Chip,
1902,7,Hatenna Dust,
1903,7,Stonjourner Stone,
1904,7,Eiscue Down,
1905,7,Dreepy Powder,
1906,7,Lechonk Hair,
1907,7,Tarountula Thread,
1908,7,Nymble Claw,
1909,7,Rellor Mud,
1910,7,Greavard Wax,
1911,7,Flittle Down,
1912,7,Wiglett Sand,
1913,7,Dondozo Whisker,
1914,7,Veluza Fillet,
1915,7,Finizen Mucus,
1916,7,Smoliv Oil,
1917,7,Capsakid Seed,
1918,7,Tadbulb Mucus,
1919,7,Varoom Fume,
1920,7,Orthworm Tarnish,
1921,7,Tandemaus Fur,
1922,7,Cetoddle Grease,
1923,7,Frigibax Scales,
1924,7,Tatsugiri Scales,
1925,7,Cyclizar Scales,
1926,7,Pawmi Fur,
1927,7,Wattrel Feather,
1928,7,Bombirdier Feather,
1929,7,Squawkabilly Feather,
1930,7,Flamigo Down,
1931,7,Klawf Claw,
1932,7,Nacli Salt,
1933,7,Glimmet Crystal,
1934,7,Shroodle Ink,
1935,7,Fidough Fur,
1936,7,Maschiff Fang,
1937,7,Bramblin Twig,
1938,7,Gimmighoul Coin,
1939,7,Tinkatink Hair,
1940,7,Charcadet Soot,
1941,7,Toedscool Flaps,
1942,7,Wooper Slime,
1944,7,TM101,
1945,7,TM102,
1946,7,TM103,
1947,7,TM104,
1948,7,TM105,
1949,7,TM106,
1950,7,TM107,
1951,7,TM108,
1952,7,TM109,
1953,7,TM110,
1954,7,TM111,
1955,7,TM112,
1956,7,TM113,
1957,7,TM114,
1958,7,TM115,
1959,7,TM116,
1960,7,TM117,
1961,7,TM118,
1962,7,TM119,
1963,7,TM120,
1964,7,TM121,
1965,7,TM122,
1966,7,TM123,
1967,7,TM124,
1968,7,TM125,
1969,7,TM126,
1970,7,TM127,
1971,7,TM128,
1972,7,TM129,
1973,7,TM130,
1974,7,TM131,
1975,7,TM132,
1976,7,TM133,
1977,7,TM134,
1978,7,TM135,
1979,7,TM136,
1980,7,TM137,
1981,7,TM138,
1982,7,TM139,
1983,7,TM140,
1984,7,TM141,
1985,7,TM142,
1986,7,TM143,
1987,7,TM144,
1988,7,TM145,
1989,7,TM146,
1990,7,TM147,
1991,7,TM148,
1992,7,TM149,
1993,7,TM150,
1994,7,TM151,
1995,7,TM152,
1996,7,TM153,
1997,7,TM154,
1998,7,TM155,
1999,7,TM156,
2000,7,TM157,
2001,7,TM158,
2002,7,TM159,
2003,7,TM160,
2004,7,TM161,
2005,7,TM162,
2006,7,TM163,
2007,7,TM164,
2008,7,TM165,
2009,7,TM166,
2010,7,TM167,
2011,7,TM168,
2012,7,TM169,
2013,7,TM170,
2014,7,TM171,
2015,7,Picnic Set,
2016,7,Academy Bottle,
2016,7,Academy Bottle,
2018,7,Polka-Dot Bottle,
2019,7,Striped Bottle,
2020,7,Diamond Bottle,
2021,7,Academy Cup,
2021,7,Academy Cup,
2023,7,Striped Cup,
2024,7,Polka-Dot Cup,
2025,7,Flower Pattern Cup,
2026,7,Academy Tablecloth,
2026,7,Academy Tablecloth,
2028,7,Whimsical Tablecloth,
2029,7,Leafy Tablecloth,
2030,7,Spooky Tablecloth,
2031,7,Academy Ball,
2031,7,Academy Ball,
2033,7,Marill Ball,
2034,7,Yarn Ball,
2035,7,Cyber Ball,
2036,7,Gold Pick,
2037,7,Silver Pick,
2038,7,Red-Flag Pick,
2039,7,Blue-Flag Pick,
2040,7,Pika-Pika Pick,
2041,7,Winking Pika Pick,
2042,7,Vee-Vee Pick,
2043,7,Smiling Vee Pick,
2044,7,Blue Poké Ball Pick,
2045,7,Auspicious Armor,
2046,7,Leader’s Crest,
2047,7,Pink Bottle,
2048,7,Blue Bottle,
2049,7,Yellow Bottle,
2050,7,Steel Bottle (R),
2051,7,Steel Bottle (Y),
2052,7,Steel Bottle (B),
2053,7,Silver Bottle,
2054,7,Barred Cup,
2055,7,Diamond Pattern Cup,
2056,7,Fire Pattern Cup,
2057,7,Pink Cup,
2058,7,Blue Cup,
2059,7,Yellow Cup,
2060,7,Pikachu Cup,
2061,7,Eevee Cup,
2062,7,Slowpoke Cup,
2063,7,Silver Cup,
2064,7,Exercise Ball,
2065,7,Plaid Tablecloth (Y),
2066,7,Plaid Tablecloth (B),
2067,7,Plaid Tablecloth (R),
2068,7,B&W Grass Tablecloth,
2069,7,Battle Tablecloth,
2070,7,Monstrous Tablecloth,
2071,7,Striped Tablecloth,
2072,7,Diamond Tablecloth,
2073,7,Polka-Dot Tablecloth,
2074,7,Lilac Tablecloth,
2075,7,Mint Tablecloth,
2076,7,Peach Tablecloth,
2077,7,Yellow Tablecloth,
2078,7,Blue Tablecloth,
2079,7,Pink Tablecloth,
2080,7,Gold Bottle,
2081,7,Bronze Bottle,
2082,7,Gold Cup,
2083,7,Bronze Cup,
2084,7,Green Poké Ball Pick,
2085,7,Red Poké Ball Pick,
2086,7,Party Sparkler Pick,
2087,7,Heroic Sword Pick,
2088,7,Magical Star Pick,
2089,7,Magical Heart Pick,
2090,7,Parasol Pick,
2091,7,Blue-Sky Flower Pick,
2092,7,Sunset Flower Pick,
2093,7,Sunrise Flower Pick,
2094,7,Blue Dish,
2095,7,Green Dish,
2096,7,Orange Dish,
2097,7,Red Dish,
2098,7,White Dish,
2099,7,Yellow Dish,
2100,7,Roto Stick,
2101,7,Teal Style Card,
2102,7,Teal Mask,
2103,7,Glimmering Charm,
2104,7,Crystal Cluster,
2105,7,Fairy Feather,
2106,7,Wellspring Mask,
2107,7,Hearthflame Mask,
2108,7,Cornerstone Mask,
2109,7,Syrupy Apple,
2110,7,Unremarlable Teacup,
2111,7,Masterpiece Teacup,
2112,7,Health Mochi,
2113,7,Muscle Mochi,
2114,7,Resist Mochi,
2115,7,Genius Mochi,
2116,7,Clever Mochi,
2117,7,Swift Mochi,
2118,7,Fresh Start Mochi,
2119,7,Ekans Fang,
2120,7,Sandshrew Claw,
2121,7,Cleffa Fur,
2122,7,Vulpix Fur,
2123,7,Poliwag Slime,
2124,7,Bellsprout Vine,
2125,7,Geodude Fragment,
2126,7,Koffing Gas,
2127,7,Munchlax Fang,
2128,7,Sentret Fur,
2129,7,Hoothoot Feather,
2130,7,Spinarak Thread,
2131,7,Aipom Hair,
2132,7,Yanma Spike,
2133,7,Gligar Fang,
2134,7,Slugma Lava,
2135,7,Swinub Hair,
2136,7,Poochyena Fang,
2137,7,Lotad Leaf,
2138,7,Seedot Stem,
2139,7,Nosepass Fragment,
2140,7,Volbeat Fluid,
2141,7,Illumise Fluid,
2142,7,Corphish Shell,
2143,7,Feebas Scales,
2144,7,Duskull Fragment,
2145,7,Chingling Fragment,
2146,7,Timburr Sweat,
2147,7,Sewaddle Leaf,
2148,7,Ducklett Feather,
2149,7,Litwick Soot,
2150,7,Mienfoo Claw,
2151,7,Vullaby Feather,
2152,7,Carbink Jewel,
2153,7,Phantump Twig,
2154,7,Grubbin Thread,
2155,7,Cutiefly Powder,
2156,7,Jangmo-o Scales,
2157,7,Cramorant Down,
2158,7,Morpeko Snack,
2159,7,Poltchageist Powder,
2160,7,Linking Cord,
2161,7,TM172,
2162,7,TM173,
2163,7,TM174,
2164,7,TM175,
2165,7,TM176,
2166,7,TM177,
2167,7,TM178,
2168,7,TM179,
2169,7,TM180,
2170,7,TM181,
2171,7,TM182,
2172,7,TM183,
2173,7,TM184,
2174,7,TM185,
2175,7,TM186,
2176,7,TM187,
2177,7,TM188,
2178,7,TM189,
2179,7,TM190,
2180,7,TM191,
2181,7,TM192,
2182,7,TM193,
2183,7,TM194,
2184,7,TM195,
2185,7,TM196,
2186,7,TM197,
2187,7,TM198,
2188,7,TM199,
2189,7,TM200,
2190,7,TM201,
2191,7,TM202,
2192,7,TM203,
2193,7,TM204,
2194,7,TM205,
2195,7,TM206,
2196,7,TM207,
2197,7,TM208,
2198,7,TM209,
2199,7,TM210,
2200,7,TM211,
2201,7,TM212,
2202,7,TM213,
2203,7,TM214,
2204,7,TM215,
2205,7,TM216,
2206,7,TM217,
2207,7,TM218,
2208,7,TM219,
2209,7,TM220,
2210,7,TM221,
2211,7,TM222,
2212,7,TM223,
2213,7,TM224,
2214,7,TM225,
2215,7,TM226,
2216,7,TM227,
2217,7,TM228,
2218,7,TM229,
2219,7,Strange Ball,
2220,7,Poké Ball,
2221,7,Great Ball,
2222,7,Ultra Ball,
2223,7,Heavy Ball,
2224,7,Leaden Ball,
2225,7,Gigaton Ball,
2226,7,Feather Ball,
2227,7,Wing Ball,
2228,7,Jet Ball,
2229,7,Origin Ball,
10001,7,black-augurite,
10002,7,peat-block,
